usec,Time_Of_Day_Seconds,Core,CPU,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,CoreThr,PkgTmp,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,CPU%LPI,SYS%LPI,PkgWatt,CorWatt,GFXWatt,RAMWatt,PKG_%,RAM_%,UncMHz
2971,1737213711.821313,-,-,-,-,2694,88.39,3047,2713,0.73,50713,0,48,2965,1864,1140,3233,2,1074,30,279,0.0,0.8,0.99,0.95,5.06,0.0,2.88,0.05,0.74,6.77,0.64,3.24,0.95,75.0,0.0,75.0,186.29,97.33,55.27,53.1,0.4,0.09,0.0,0.0,0.0,0.0,0.0,15.11,11.61,0.7,1.67,0.0,0.0,2900.0
2329,1737213716.830318,-,-,-,-,3093,99.77,3100,2712,0.73,58527,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.45,65.75,65.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.55,13.07,0.63,1.76,0.0,0.0,2900.0
1151,1737213721.838002,-,-,-,-,3093,99.77,3100,2712,0.78,53671,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,77.0,0.0,77.0,200.92,100.46,56.92,56.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79,13.26,0.65,1.67,0.0,0.0,2900.0
1364,1737213726.845198,-,-,-,-,3093,99.77,3100,2712,0.78,52542,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.44,55.27,55.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,13.14,0.64,1.62,0.0,0.0,2900.0
2149,1737213731.851996,-,-,-,-,3093,99.77,3100,2712,0.72,61374,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.87,100.44,66.42,66.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.49,12.95,0.62,1.77,0.0,0.0,2900.0
1094,1737213736.858409,-,-,-,-,3093,99.77,3100,2713,0.75,50795,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.91,100.46,56.72,56.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.39,12.94,0.59,1.61,0.0,0.0,2900.0
1220,1737213741.865122,-,-,-,-,3088,99.77,3095,2712,0.75,51609,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.44,55.46,55.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.38,12.86,0.64,1.63,0.0,0.0,2800.0
3902,1737213746.873837,-,-,-,-,2947,99.75,2956,2711,0.74,57910,0,0,1,0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,76.0,0.0,76.0,200.85,100.43,65.12,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.36,0.64,1.73,0.0,0.0,2700.0
1044,1737213751.879868,-,-,-,-,2949,99.76,2955,2713,0.76,52689,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.91,100.45,57.73,57.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.39,0.66,1.66,0.0,0.0,2800.0
1145,1737213756.886016,-,-,-,-,2963,99.76,2970,2712,0.77,49802,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,77.0,0.0,77.0,200.88,100.44,52.61,52.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.47,0.64,1.59,0.0,0.0,2800.0
1158,1737213761.892037,-,-,-,-,2980,99.77,2986,2712,0.72,55277,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,77.0,0.0,77.0,200.88,100.44,63.57,63.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.45,0.59,1.7,0.0,0.0,2800.0
1180,1737213766.89816,-,-,-,-,2973,99.76,2980,2712,0.76,52511,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,77.0,0.0,77.0,200.88,100.44,54.71,54.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.5,0.6,1.58,0.0,0.0,2800.0
1067,1737213771.903888,-,-,-,-,2969,99.76,2976,2712,0.79,49659,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,50.6,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.57,0.57,1.49,0.0,0.0,2800.0
2002,1737213776.91098,-,-,-,-,2947,99.76,2954,2712,0.77,60106,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,77.0,0.0,77.0,200.86,100.43,63.53,63.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.45,0.61,1.69,0.0,0.0,2700.0
1161,1737213781.91968,-,-,-,-,2963,99.76,2970,2712,0.79,51582,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.9,100.45,52.96,52.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.55,0.59,1.52,0.0,0.0,2800.0
1093,1737213786.925927,-,-,-,-,2992,99.76,2999,2712,0.83,48492,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,77.0,0.0,77.0,200.88,100.44,43.22,43.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.72,0.47,1.31,0.0,0.0,2800.0
1069,1737213791.931933,-,-,-,-,2980,99.76,2987,2712,0.78,60262,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,57.27,57.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.66,0.51,1.52,0.0,0.0,2800.0
1883,1737213796.938831,-,-,-,-,2994,99.77,3001,2712,0.83,49124,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,77.0,0.0,78.0,200.88,100.44,45.18,45.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.76,0.47,1.31,0.0,0.0,2800.0
1848,1737213801.945708,-,-,-,-,2996,99.77,3003,2712,0.85,44515,0,0,0,0,0,3,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,77.0,0.0,77.0,200.88,100.44,39.21,39.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.81,0.46,1.22,0.0,0.0,2800.0
1180,1737213806.952075,-,-,-,-,2976,99.77,2983,2712,0.79,54637,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.9,100.45,57.72,57.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,11.66,0.52,1.51,0.0,0.0,2800.0
1040,1737213811.957848,-,-,-,-,2970,99.76,2977,2712,0.83,48764,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,45.53,45.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88,11.62,0.5,1.38,0.0,0.0,2800.0
1190,1737213816.964024,-,-,-,-,2992,99.76,2999,2712,0.82,47674,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.88,100.44,43.13,43.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,11.76,0.51,1.31,0.0,0.0,2800.0
1148,1737213821.969963,-,-,-,-,2979,99.77,2986,2712,0.78,58231,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,59.08,59.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,11.62,0.54,1.55,0.0,0.0,2800.0
2137,1737213826.977317,-,-,-,-,2991,99.76,2999,2712,0.83,47906,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.87,100.43,44.28,44.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.77,0.44,1.3,0.0,0.0,2800.0
1535,1737213831.98335,-,-,-,-,2997,99.75,3004,2712,0.84,46863,0,0,0,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.45,41.18,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.81,0.47,1.23,0.0,0.0,2800.0
1087,1737213836.98991,-,-,-,-,2974,99.76,2980,2712,0.79,61414,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.45,57.48,57.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.63,0.54,1.54,0.0,0.0,2800.0
1070,1737213841.996154,-,-,-,-,2981,99.76,2988,2712,0.81,49818,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,47.43,47.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.65,0.53,1.37,0.0,0.0,2800.0
1281,1737213847.002142,-,-,-,-,3003,99.75,3010,2712,0.84,46421,0,2,0,1,4,5,0,3,0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,40.32,40.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.81,0.47,1.23,0.0,0.0,2800.0
1083,1737213852.007898,-,-,-,-,2980,99.77,2987,2712,0.78,59974,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,80.0,0.0,80.0,200.89,100.44,56.79,56.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.63,0.53,1.54,0.0,0.0,2800.0
1374,1737213857.014198,-,-,-,-,2980,99.76,2987,2712,0.81,46809,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.66,0.51,1.41,0.0,0.0,2800.0
2165,1737213862.021198,-,-,-,-,2995,99.76,3002,2712,0.84,44092,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.87,100.44,39.46,39.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.75,0.47,1.22,0.0,0.0,2800.0
1266,1737213867.027112,-,-,-,-,2972,99.76,2978,2712,0.8,54228,0,0,0,6,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.45,58.81,58.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.64,0.55,1.52,0.0,0.0,2800.0
1025,1737213872.032838,-,-,-,-,2995,99.76,3002,2712,0.82,48565,0,0,2,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.44,44.08,44.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.74,0.46,1.29,0.0,0.0,2800.0
1134,1737213877.038975,-,-,-,-,2992,99.76,2999,2712,0.84,45906,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.88,100.44,41.24,41.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.76,0.5,1.26,0.0,0.0,2800.0
3414,1737213882.04726,-,-,-,-,2970,99.75,2977,2712,0.76,56064,0,0,1,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,78.0,0.0,78.0,200.82,100.41,60.24,60.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,11.57,0.55,1.64,0.0,0.0,2800.0
2548,1737213887.054369,-,-,-,-,2994,99.77,3001,2712,0.83,48055,0,0,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.94,100.47,44.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.77,0.45,1.3,0.0,0.0,2800.0
1043,1737213892.059915,-,-,-,-,2992,99.76,2998,2713,0.84,46485,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.9,100.45,40.21,40.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.78,0.49,1.24,0.0,0.0,2800.0
1059,1737213897.065876,-,-,-,-,2970,99.76,2977,2712,0.79,52575,0,7,2,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,59.37,59.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.63,0.55,1.55,0.0,0.0,2800.0
1152,1737213902.072045,-,-,-,-,2976,99.76,2983,2712,0.79,47951,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,47.55,47.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,11.55,0.57,1.49,0.0,0.0,2800.0
1169,1737213907.078016,-,-,-,-,2968,99.76,2975,2712,0.81,48515,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,42.85,42.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.64,0.55,1.4,0.0,0.0,2800.0
1207,1737213912.084072,-,-,-,-,2977,99.76,2984,2712,0.75,58985,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,56.78,56.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.54,0.54,1.64,0.0,0.0,2800.0
1084,1737213917.089926,-,-,-,-,2985,99.77,2992,2712,0.78,50308,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.44,45.27,45.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.65,0.5,1.47,0.0,0.0,2800.0
1407,1737213922.098135,-,-,-,-,3000,99.76,3007,2712,0.83,46151,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,39.74,39.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.83,0.45,1.23,0.0,0.0,2800.0
1218,1737213927.104084,-,-,-,-,2976,99.76,2983,2712,0.77,60233,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.88,100.44,56.66,56.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.62,0.51,1.53,0.0,0.0,2800.0
1734,1737213932.110876,-,-,-,-,2986,99.76,2993,2712,0.82,49402,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.87,100.44,44.22,44.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.72,0.48,1.3,0.0,0.0,2800.0
1467,1737213937.117296,-,-,-,-,2999,99.76,3006,2712,0.83,47485,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,40.32,40.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.84,0.46,1.25,0.0,0.0,2800.0
1396,1737213942.123309,-,-,-,-,2965,99.76,2972,2712,0.8,56564,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.44,57.34,57.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.66,0.51,1.51,0.0,0.0,2800.0
1123,1737213947.129937,-,-,-,-,2980,99.76,2987,2712,0.82,48925,0,0,2,0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.89,100.44,43.77,43.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.7,0.49,1.3,0.0,0.0,2800.0
1296,1737213952.13614,-,-,-,-,2990,99.77,2997,2712,0.81,47378,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,41.41,41.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,11.79,0.49,1.36,0.0,0.0,2700.0
1244,1737213957.143059,-,-,-,-,2961,99.76,2968,2712,0.74,63479,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,60.4,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.44,0.6,1.66,0.0,0.0,2800.0
2031,1737213962.150014,-,-,-,-,2981,99.76,2988,2712,0.81,51440,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.86,100.43,44.32,44.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,11.67,0.48,1.33,0.0,0.0,2800.0
1089,1737213967.156656,-,-,-,-,2994,99.77,3001,2712,0.83,47155,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.91,100.46,40.57,40.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.82,0.48,1.25,0.0,0.0,2800.0
1863,1737213972.16381,-,-,-,-,2973,99.76,2980,2712,0.78,60254,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.87,100.43,56.54,56.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.63,0.53,1.53,0.0,0.0,2800.0
2950,1737213977.171778,-,-,-,-,2980,99.76,2987,2712,0.82,49323,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,43.58,43.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.71,0.49,1.3,0.0,0.0,2800.0
1491,1737213982.178516,-,-,-,-,2996,99.76,3002,2713,0.84,46089,0,0,0,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.9,100.45,39.48,39.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.83,0.45,1.23,0.0,0.0,2800.0
1177,1737213987.1852,-,-,-,-,2972,99.76,2978,2712,0.77,61244,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.88,100.44,57.41,57.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.59,0.52,1.55,0.0,0.0,2800.0
1258,1737213992.191106,-,-,-,-,2986,99.76,2993,2712,0.82,48003,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,43.34,43.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,11.7,0.47,1.3,0.0,0.0,2800.0
1198,1737213997.197461,-,-,-,-,2992,99.76,2999,2712,0.83,44843,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,80.0,0.0,80.0,200.89,100.44,39.78,39.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.81,0.47,1.23,0.0,0.0,2800.0
1245,1737214002.204209,-,-,-,-,2968,99.76,2975,2712,0.79,55638,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,57.05,57.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.65,0.53,1.52,0.0,0.0,2800.0
3226,1737214007.212048,-,-,-,-,2942,99.76,2949,2712,0.8,50076,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.83,100.41,51.8,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.32,0.8,1.48,0.0,0.0,2800.0
1444,1737214012.218498,-,-,-,-,2979,99.76,2985,2712,0.83,47076,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.94,100.47,42.69,42.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.71,0.53,1.29,0.0,0.0,2800.0
1138,1737214017.226156,-,-,-,-,2973,99.76,2980,2712,0.77,57237,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,57.75,57.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.62,0.53,1.54,0.0,0.0,2800.0
1131,1737214022.23206,-,-,-,-,2978,99.76,2985,2712,0.81,50267,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,43.67,43.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.68,0.5,1.34,0.0,0.0,2800.0
1038,1737214027.237882,-,-,-,-,2992,99.76,2999,2712,0.82,46775,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.88,100.44,41.53,41.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.76,0.51,1.28,0.0,0.0,2800.0
1160,1737214032.244107,-,-,-,-,2970,99.76,2977,2712,0.78,57161,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,57.15,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.64,0.52,1.54,0.0,0.0,2800.0
1170,1737214037.250982,-,-,-,-,2983,99.76,2990,2712,0.82,48301,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,43.06,43.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.71,0.49,1.3,0.0,0.0,2800.0
1439,1737214042.257857,-,-,-,-,2993,99.76,3001,2712,0.83,45907,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,40.59,40.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.83,0.46,1.25,0.0,0.0,2800.0
1479,1737214047.264321,-,-,-,-,2966,99.76,2973,2712,0.78,55858,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.87,100.44,57.07,57.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.63,0.52,1.52,0.0,0.0,2800.0
1188,1737214052.270155,-,-,-,-,2982,99.76,2989,2712,0.82,49152,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.45,43.52,43.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.75,0.46,1.32,0.0,0.0,2800.0
