usec,Time_Of_Day_Seconds,Core,CPU,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,CoreThr,PkgTmp,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,CPU%LPI,SYS%LPI,PkgWatt,CorWatt,GFXWatt,RAMWatt,PKG_%,RAM_%,UncMHz
1141,1737211723.656047,-,-,-,-,2971,99.76,2978,2712,0.77,50294,0,0,0,0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,79.0,200.88,100.44,56.09,56.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,11.69,0.55,1.48,0.0,0.0,2800.0
1503,1737211728.66245,-,-,-,-,2984,99.76,2991,2712,0.82,42403,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,41.79,41.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.77,0.51,1.18,0.0,0.0,2800.0
1244,1737211733.669362,-,-,-,-,2988,99.76,2995,2712,0.81,44632,0,0,0,0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,77.0,0.0,77.0,200.89,100.45,47.65,47.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.76,0.54,1.28,0.0,0.0,2800.0
1076,1737211738.676015,-,-,-,-,2976,99.75,2983,2712,0.78,52918,0,0,0,1,0,1,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,80.0,0.0,80.0,200.88,100.44,55.15,55.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.65,0.52,1.43,0.0,0.0,2800.0
3027,1737211743.684376,-,-,-,-,2988,99.76,2995,2712,0.82,41963,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.83,100.41,41.8,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.79,0.49,1.19,0.0,0.0,2800.0
1215,1737211748.691075,-,-,-,-,2988,99.76,2995,2712,0.81,46070,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.94,100.47,45.85,45.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.79,0.53,1.27,0.0,0.0,2800.0
1201,1737211753.697855,-,-,-,-,2978,99.75,2986,2712,0.76,55194,0,0,1,0,0,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,79.0,0.0,79.0,200.87,100.44,55.06,55.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.64,0.52,1.51,0.0,0.0,2800.0
1230,1737211758.704115,-,-,-,-,2992,99.77,2999,2712,0.81,41554,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.44,41.82,41.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.81,0.51,1.21,0.0,0.0,2800.0
1058,1737211763.710277,-,-,-,-,2983,99.76,2990,2712,0.81,44201,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,81.0,0.0,81.0,200.89,100.44,45.61,45.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.8,0.53,1.29,0.0,0.0,2800.0
1217,1737211768.716106,-,-,-,-,2965,99.76,2972,2712,0.79,55245,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,80.0,200.88,100.44,54.45,54.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,11.61,0.54,1.42,0.0,0.0,2800.0
1479,1737211773.722372,-,-,-,-,2988,99.77,2995,2712,0.82,44914,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,41.84,41.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.8,0.52,1.2,0.0,0.0,2800.0
1167,1737211778.728986,-,-,-,-,2986,99.77,2994,2712,0.81,47352,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.45,45.34,45.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.8,0.52,1.25,0.0,0.0,2800.0
1052,1737211783.734894,-,-,-,-,2969,99.76,2977,2712,0.81,53093,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,51.47,51.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.73,0.49,1.36,0.0,0.0,2800.0
3959,1737211788.744052,-,-,-,-,2980,99.77,2988,2711,0.82,43695,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,80.0,0.0,80.0,200.83,100.41,41.1,41.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.8,0.51,1.19,0.0,0.0,2800.0
1208,1737211793.750236,-,-,-,-,2974,99.76,2981,2713,0.82,46464,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.94,100.47,46.23,46.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,11.73,0.57,1.29,0.0,0.0,2800.0
1617,1737211798.758534,-,-,-,-,2977,99.76,2985,2712,0.78,53156,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.87,100.44,54.93,54.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.64,0.55,1.42,0.0,0.0,2800.0
1187,1737211803.76503,-,-,-,-,2986,99.77,2993,2712,0.82,41669,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,80.0,0.0,80.0,200.89,100.45,40.15,40.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.75,0.55,1.18,0.0,0.0,2800.0
2488,1737211808.772326,-,-,-,-,2972,99.76,2980,2712,0.78,45124,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.84,100.42,46.23,46.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.71,0.56,1.29,0.0,0.0,2700.0
1038,1737211813.779347,-,-,-,-,2961,99.76,2968,2712,0.72,55664,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,80.0,0.0,80.0,200.92,100.46,55.28,55.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.67,0.53,1.4,0.0,0.0,2800.0
1913,1737211818.786743,-,-,-,-,2977,99.76,2985,2711,0.79,42420,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,40.96,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.79,0.52,1.18,0.0,0.0,2800.0
1214,1737211823.79309,-,-,-,-,2991,99.76,2998,2712,0.8,46022,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.45,47.51,47.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.82,0.5,1.27,0.0,0.0,2800.0
1065,1737211828.798929,-,-,-,-,2966,99.76,2973,2712,0.78,53483,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,80.0,0.0,80.0,200.88,100.44,54.64,54.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.66,0.52,1.41,0.0,0.0,2800.0
1200,1737211833.805608,-,-,-,-,2988,99.77,2995,2712,0.82,40491,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.44,40.98,40.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.78,0.52,1.18,0.0,0.0,2800.0
1428,1737211838.812566,-,-,-,-,2977,99.76,2985,2712,0.8,56697,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,45.96,45.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.75,0.57,1.29,0.0,0.0,2800.0
1420,1737211843.820549,-,-,-,-,2969,99.76,2976,2712,0.77,134805,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,53.17,53.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.68,0.5,1.51,0.0,0.0,2800.0
1119,1737211848.826958,-,-,-,-,2989,99.76,2996,2712,0.83,73202,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.89,100.44,40.71,40.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.79,0.5,1.22,0.0,0.0,2800.0
1195,1737211853.834079,-,-,-,-,2987,99.76,2994,2712,0.8,43917,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.76,0.52,1.25,0.0,0.0,2800.0
1065,1737211858.839881,-,-,-,-,2968,99.76,2976,2712,0.77,52051,0,0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.89,100.44,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.55,0.63,1.5,0.0,0.0,2800.0
1088,1737211863.845914,-,-,-,-,2983,99.76,2991,2712,0.81,40000,0,0,2,1,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,80.0,0.0,80.0,200.88,100.44,45.22,45.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,11.77,0.54,1.25,0.0,0.0,2800.0
1458,1737211868.852483,-,-,-,-,2969,99.76,2976,2712,0.8,44852,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,49.96,49.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.54,0.68,1.37,0.0,0.0,2800.0
1221,1737211873.859916,-,-,-,-,2958,99.76,2965,2712,0.77,53451,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,78.0,200.88,100.44,58.91,58.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.48,0.69,1.54,0.0,0.0,2800.0
1111,1737211878.867289,-,-,-,-,2998,99.76,3005,2712,0.82,39597,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,40.23,40.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.78,0.52,1.14,0.0,0.0,2800.0
1062,1737211883.872886,-,-,-,-,2997,99.77,3004,2712,0.8,44052,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.89,100.44,47.03,47.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.72,0.59,1.28,0.0,0.0,2800.0
2260,1737211888.880258,-,-,-,-,2972,99.76,2980,2711,0.78,51683,0,0,0,0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.86,100.43,58.44,58.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.59,0.61,1.46,0.0,0.0,2800.0
1361,1737211893.887216,-,-,-,-,2978,99.77,2985,2712,0.82,38715,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.9,100.45,42.17,42.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.68,0.64,1.2,0.0,0.0,2700.0
1405,1737211898.893489,-,-,-,-,2974,99.76,2981,2712,0.8,44252,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,50.68,50.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.56,0.67,1.34,0.0,0.0,2700.0
1091,1737211903.900602,-,-,-,-,2960,99.76,2967,2712,0.77,53732,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,80.0,0.0,79.0,200.88,100.44,58.52,58.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.48,0.67,1.5,0.0,0.0,2800.0
1239,1737211908.907138,-,-,-,-,2974,99.76,2982,2712,0.8,40159,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,44.51,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.59,0.71,1.25,0.0,0.0,2800.0
1302,1737211913.914198,-,-,-,-,2987,99.77,2994,2712,0.8,43871,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.44,48.19,48.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.7,0.59,1.29,0.0,0.0,2700.0
2854,1737211918.922199,-,-,-,-,2324,85.26,2727,2711,0.76,47640,0,38,1457,2032,1049,3707,6,1553,15,267,0.0,0.59,1.06,0.83,6.55,0.02,4.62,0.06,0.95,7.19,0.57,5.09,1.88,65.0,0.0,65.0,180.99,95.21,57.05,54.6,1.41,0.62,0.0,0.0,0.0,0.0,0.0,12.33,9.01,0.59,1.42,0.0,0.0,1200.0
9034,1737211923.938735,-,-,-,-,711,48.34,1471,2710,0.74,32701,0,136,2798,4969,3229,11807,23,5522,87,1049,0.02,0.91,2.79,2.48,22.89,0.03,17.77,0.28,4.79,22.25,1.84,19.03,8.54,64.0,0.0,64.0,127.08,78.06,46.37,37.9,6.13,4.42,0.0,0.0,0.0,0.0,0.0,5.73,2.58,0.55,1.2,0.0,0.0,700.0
5620,1737211928.951061,-,-,-,-,889,52.3,1700,2713,0.68,34703,0,148,4667,6046,3300,11599,9,4844,68,1029,0.02,1.77,3.29,2.56,20.66,0.02,14.94,0.17,4.62,22.67,1.76,15.98,7.3,65.0,0.0,64.0,134.78,80.65,50.37,43.48,5.89,3.43,0.0,0.0,0.0,0.0,0.0,6.65,3.45,0.58,1.3,0.0,0.0,700.0
6188,1737211933.965125,-,-,-,-,1020,53.8,1896,2711,0.65,36486,0,127,6730,7453,3855,12327,8,4550,35,789,0.01,3.12,3.94,3.03,20.36,0.01,13.07,0.11,2.87,24.47,2.15,14.52,5.06,62.0,0.0,62.0,138.69,84.34,58.42,51.16,4.65,1.42,0.0,0.0,0.0,0.0,0.0,7.31,4.11,0.6,1.44,0.0,0.0,700.0
6630,1737211938.978126,-,-,-,-,826,50.76,1627,2712,0.82,32731,0,115,3313,5206,3301,11562,23,5361,50,1051,0.01,1.0,2.86,2.56,21.62,0.07,16.83,0.19,4.41,23.64,1.82,16.41,7.36,63.0,0.0,63.0,135.83,83.95,43.75,37.61,4.81,2.81,0.0,0.0,0.0,0.0,0.0,6.58,3.58,0.5,1.19,0.0,0.0,800.0
7626,1737211943.996781,-,-,-,-,1008,57.26,1761,2711,0.66,38081,0,150,5369,5601,3283,10873,18,4156,51,906,0.02,1.87,3.11,2.56,19.18,0.02,12.4,0.23,3.56,21.71,1.79,14.13,5.11,62.0,0.0,62.0,144.12,85.49,52.52,46.64,4.54,1.83,0.0,0.0,0.0,0.0,0.0,7.2,3.95,0.67,1.38,0.0,0.0,800.0
2672,1737211949.004959,-,-,-,-,1057,55.01,1920,2714,0.66,37450,0,730,7684,7201,3782,12186,11,4100,28,857,0.03,3.28,3.8,3.08,20.27,0.03,11.67,0.05,3.08,24.4,2.27,13.79,4.53,61.0,0.0,61.0,140.4,84.12,56.02,48.58,4.89,0.8,0.0,0.0,0.0,0.0,0.0,7.33,4.22,0.51,1.42,0.0,0.0,800.0
2844,1737211954.013283,-,-,-,-,1265,59.22,2137,2712,0.62,36489,0,320,6098,5761,3135,10780,11,3698,34,693,0.03,2.04,3.34,2.5,19.75,0.01,10.56,0.06,2.67,21.95,1.73,13.44,3.67,61.0,0.0,61.0,147.3,86.56,58.7,50.81,3.02,0.95,0.0,0.0,0.0,0.0,0.0,8.91,5.38,0.8,1.63,0.0,0.0,700.0
3205,1737211959.022532,-,-,-,-,1414,57.61,2454,2712,0.66,43140,0,264,11853,9218,4733,13050,15,3594,18,627,0.02,3.28,4.56,3.7,20.09,0.02,9.26,0.03,1.67,25.38,2.54,12.02,2.46,64.0,0.0,64.0,148.05,88.99,57.11,50.07,2.02,0.55,0.0,0.0,0.0,0.0,0.0,10.11,6.75,0.62,1.58,0.0,0.0,1700.0
1962,1737211964.030379,-,-,-,-,1456,61.29,2375,2712,0.58,50898,0,202,13786,10323,4852,12339,4,2918,23,543,0.02,4.0,4.87,3.87,18.11,0.01,6.66,0.04,1.38,24.01,2.65,10.78,1.27,63.0,0.0,62.0,151.65,88.62,64.32,57.27,2.2,0.2,0.0,0.0,0.0,0.0,0.0,9.65,6.22,0.63,1.66,0.0,0.0,1500.0
1385,1737211969.037258,-,-,-,-,1389,53.04,2620,2712,0.59,47064,0,273,10695,8544,5068,15470,13,3925,29,787,0.03,2.96,4.8,4.52,24.4,0.01,8.63,0.05,1.83,27.46,3.49,14.53,1.47,63.0,0.0,63.0,138.47,83.93,62.31,51.57,2.44,0.5,0.0,0.0,0.0,0.0,0.0,9.85,6.28,0.75,1.73,0.0,0.0,2200.0
3008,1737211974.04629,-,-,-,-,1412,59.17,2388,2711,0.61,48204,0,176,10942,9331,5057,13475,18,3271,44,643,0.02,3.37,4.68,4.25,19.31,0.02,7.5,0.11,1.81,25.17,3.19,11.17,1.3,63.0,0.0,63.0,148.8,87.72,63.45,54.98,1.84,0.26,0.0,0.0,0.0,0.0,0.0,9.63,6.16,0.66,1.71,0.0,0.0,1500.0
4736,1737211979.057002,-,-,-,-,1537,61.46,2501,2711,0.59,50004,0,873,12974,10044,5351,12995,3,3252,32,634,0.03,3.91,4.86,4.19,17.42,0.01,7.02,0.05,1.29,24.74,2.75,9.67,1.38,64.0,0.0,63.0,154.07,90.63,66.97,59.5,1.11,0.16,0.0,0.0,0.0,0.0,0.0,10.46,6.97,0.65,1.78,0.0,0.0,1900.0
4143,1737211984.06869,-,-,-,-,1392,58.42,2383,2712,0.62,47431,0,300,11017,9045,4902,14365,23,3394,44,604,0.03,3.02,4.86,4.32,21.15,0.02,6.93,0.1,1.39,25.98,3.03,11.57,1.0,62.0,0.0,62.0,149.66,89.03,60.47,52.32,1.24,0.47,0.0,0.0,0.0,0.0,0.0,9.75,6.16,0.76,1.74,0.0,0.0,700.0
3217,1737211989.077093,-,-,-,-,2043,68.58,2979,2713,0.78,50767,0,338,10392,6951,4114,11090,18,2105,38,359,0.03,2.97,3.64,3.66,15.82,0.03,4.49,0.09,0.82,21.56,2.19,7.22,0.45,77.0,0.0,77.0,167.8,95.77,65.3,62.15,0.53,0.07,0.0,0.0,0.0,0.0,0.0,13.71,10.05,0.78,1.84,0.0,0.0,2900.0
2338,1737211994.084235,-,-,-,-,2375,76.62,3100,2712,0.84,53675,0,280,10069,5781,3394,7853,0,1456,13,111,0.02,3.17,2.91,2.82,11.13,0.0,3.14,0.02,0.2,17.45,1.43,4.18,0.32,78.0,0.0,77.0,180.95,100.46,72.67,72.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07,11.49,0.67,1.89,0.0,0.0,2900.0
4381,1737211999.093693,-,-,-,-,1960,66.18,2962,2711,0.64,51574,0,194,14118,7928,4371,11428,4,2341,9,308,0.02,4.4,4.06,3.79,16.34,0.01,4.6,0.03,0.72,22.52,2.49,8.32,0.49,65.0,0.0,65.0,160.44,91.54,74.3,66.9,0.62,0.04,0.0,0.0,0.0,0.0,0.0,13.14,9.51,0.7,1.94,0.0,0.0,1100.0
842,1737212004.099877,-,-,-,-,1729,65.96,2620,2713,0.5,52029,0,195,14868,9189,4619,11406,2,2402,15,420,0.02,4.36,4.56,3.85,15.46,0.0,4.98,0.04,0.97,22.75,2.56,8.01,0.72,67.0,0.0,67.0,158.32,89.33,74.79,66.17,0.88,0.05,0.0,0.0,0.0,0.0,0.0,11.3,7.68,0.7,1.94,0.0,0.0,2900.0
2028,1737212009.107565,-,-,-,-,1682,64.16,2622,2711,0.51,50383,0,359,14362,9050,4830,11561,13,2655,17,413,0.03,4.39,4.5,3.9,16.3,0.03,5.94,0.01,0.94,23.36,2.6,8.95,0.92,65.0,0.0,65.0,156.29,89.38,72.39,63.57,0.87,0.11,0.0,0.0,0.0,0.0,0.0,11.45,7.79,0.73,1.94,0.0,0.0,1900.0
2288,1737212014.11569,-,-,-,-,1656,59.2,2797,2712,0.54,49228,0,392,14536,8645,4966,13807,14,3061,21,499,0.04,3.89,4.59,4.4,20.87,0.02,6.13,0.03,1.1,26.06,3.13,10.96,0.65,65.0,0.0,65.0,150.43,88.83,67.3,57.5,0.71,0.07,0.0,0.0,0.0,0.0,0.0,11.7,7.93,0.83,1.95,0.0,0.0,1500.0
5779,1737212019.127958,-,-,-,-,1669,67.09,2489,2711,0.52,49758,0,1223,12482,9436,4041,10564,29,2400,7,396,0.12,3.52,5.5,3.45,14.56,0.05,5.13,0.01,0.83,23.61,2.16,6.68,0.46,65.0,0.0,65.0,163.03,92.41,69.53,62.48,0.27,0.08,0.0,0.0,0.0,0.0,0.0,11.16,7.4,0.8,1.96,0.0,0.0,700.0
7218,1737212024.143346,-,-,-,-,1798,64.85,2772,2711,0.49,52204,0,364,15589,8888,4887,11450,3,2575,17,370,0.03,4.44,4.54,4.24,15.82,0.0,5.52,0.03,0.71,23.3,2.92,8.09,0.83,64.0,0.0,65.0,157.67,89.48,74.42,64.55,0.42,0.02,0.0,0.0,0.0,0.0,0.0,12.0,8.26,0.76,2.03,0.0,0.0,700.0
4530,1737212029.153934,-,-,-,-,1678,56.92,2947,2713,0.53,47713,0,734,16589,8415,5091,14531,11,3208,32,593,0.04,4.25,4.48,4.77,21.99,0.02,6.46,0.08,1.27,27.24,3.48,11.49,0.87,67.0,0.0,66.0,146.61,87.5,67.34,56.34,0.83,0.07,0.0,0.0,0.0,0.0,0.0,12.4,8.55,0.85,1.98,0.0,0.0,2300.0
1077,1737212034.159924,-,-,-,-,1691,63.07,2679,2713,0.52,49154,0,259,14245,8787,4683,12657,4,2673,21,449,0.02,4.04,4.37,3.97,18.24,0.0,5.51,0.04,0.97,24.4,2.62,9.09,0.82,73.0,0.0,73.0,156.98,90.52,71.42,62.78,0.51,0.09,0.0,0.0,0.0,0.0,0.0,11.55,7.8,0.77,1.98,0.0,0.0,2900.0
2753,1737212039.167728,-,-,-,-,1736,65.68,2643,2711,0.5,51719,0,326,15024,8117,4515,11071,8,2523,16,394,0.03,4.31,3.97,3.8,15.94,0.01,5.65,0.04,0.76,22.37,2.42,8.69,0.84,65.0,0.0,65.0,158.46,89.99,74.18,65.28,0.6,0.05,0.0,0.0,0.0,0.0,0.0,11.57,7.87,0.73,1.97,0.0,0.0,1900.0
1444,1737212044.174382,-,-,-,-,1704,56.37,3023,2712,0.52,48211,0,413,16650,8446,5070,14937,23,3138,26,609,0.04,4.21,4.3,4.66,23.11,0.02,6.24,0.05,1.27,27.62,3.45,11.91,0.66,71.0,0.0,71.0,145.91,87.09,68.01,56.8,0.89,0.12,0.0,0.0,0.0,0.0,0.0,12.67,8.74,0.96,2.01,0.0,0.0,2900.0
935,1737212049.180817,-,-,-,-,1765,60.14,2935,2712,0.5,49125,0,317,16331,8547,5212,13760,10,2792,41,447,0.03,4.63,4.39,4.46,19.68,0.01,5.84,0.09,0.95,26.01,3.05,10.1,0.7,70.0,0.0,70.0,150.05,87.34,71.9,60.12,0.51,0.0,0.0,0.0,0.0,0.0,0.0,12.63,8.76,0.84,2.02,0.0,0.0,2900.0
2505,1737212054.188464,-,-,-,-,1686,69.31,2433,2711,0.51,52616,0,1143,11719,8209,3848,9881,3,2330,10,370,0.07,3.36,4.19,3.16,14.33,0.0,5.02,0.02,0.74,20.51,2.07,7.44,0.67,68.0,0.0,68.0,164.81,91.68,73.92,65.9,0.33,0.04,0.0,0.0,0.0,0.0,0.0,10.85,7.13,0.71,1.97,0.0,0.0,2700.0
1918,1737212059.196665,-,-,-,-,3093,99.77,3100,2712,0.74,57281,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.44,57.63,57.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.32,0.79,1.66,0.0,0.0,2900.0
1155,1737212064.203668,-,-,-,-,3093,99.77,3100,2712,0.69,59514,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,80.0,0.0,80.0,200.9,100.45,63.38,63.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99,13.39,0.71,1.68,0.0,0.0,2900.0
